6736.000,184.626
16203.000,205.562
29571.000,253.132
48311.000,318.832
67026.000,441.900
92964.000,531.612
125893.000,569.399
153647.000,566.012
182277.000,539.503
207678.000,555.217
232548.000,609.708
264280.000,945.733
303504.000,1346.888
351777.000,1992.100
406965.000,2304.472
465085.000,2313.088
530069.000,2445.380
605180.000,2720.335
690693.000,3005.135
774589.000,3280.624
860953.000,3275.768
950186.000,3271.336
1031678.000,3311.487
1121269.000,3340.137
1205969.000,3450.434
1281319.000,3528.865
1351633.000,3590.438
1426183.000,3592.826
1487755.000,3595.123
1556452.000,3578.497
1625569.000,3552.504
1699355.000,3547.526
1783862.000,3526.727
1860287.000,3514.867
1921917.000,3562.360
1997271.000,3589.647
2073209.000,3625.591
2143907.000,3612.306
2216816.000,3549.710
2297821.000,3498.897
2382193.000,3522.944
2449889.000,3576.557
2525911.000,3571.398
2596027.000,3563.889
2661337.000,3574.659
2737865.000,3551.097
2807302.000,3551.154
2875847.000,3479.675
2949665.000,3350.957
3003285.000,3232.581
3078510.000,3274.347
3158303.000,3174.726
3230028.000,3200.707
3297283.000,3298.065
3373950.000,3326.391
3438085.000,3338.879
3504021.000,3249.432
3567112.000,3081.679
3637238.000,3123.738
3711530.000,3210.011
3791675.000,3401.995
3861343.000,3375.260
3929329.000,3222.451
3990855.000,2914.688
