6736.000,0.000
16203.000,0.000
29571.000,0.000
48311.000,0.000
67026.000,0.000
92964.000,0.000
125893.000,0.000
153647.000,0.000
182277.000,0.000
207678.000,0.005
232548.000,0.015
264280.000,0.024
303504.000,0.022
351777.000,0.020
406965.000,0.018
465085.000,0.017
530069.000,0.021
605180.000,0.025
690693.000,0.028
774589.000,0.027
860953.000,0.026
950186.000,0.024
1031678.000,0.023
1121269.000,0.022
1205969.000,0.021
1281319.000,0.020
1351633.000,0.020
1426183.000,0.019
1487755.000,0.018
1556452.000,0.017
1625569.000,0.017
1699355.000,0.016
1783862.000,0.016
1860287.000,0.015
1921917.000,0.015
1997271.000,0.014
2073209.000,0.014
2143907.000,0.014
2216816.000,0.013
2297821.000,0.013
2382193.000,0.013
2449889.000,0.012
2525911.000,0.012
2596027.000,0.012
2661337.000,0.011
2737865.000,0.011
2807302.000,0.011
2875847.000,0.011
2949665.000,0.011
3003285.000,0.010
3078510.000,0.010
3158303.000,0.010
3230028.000,0.010
3297283.000,0.010
3373950.000,0.009
3438085.000,0.009
3504021.000,0.009
3567112.000,0.009
3637238.000,0.009
3711530.000,0.009
3791675.000,0.008
3861343.000,0.008
3929329.000,0.009
3990855.000,0.010
