6736.000,58.434
16203.000,94.352
29571.000,138.916
48311.000,218.853
67026.000,253.169
92964.000,274.329
125893.000,274.676
153647.000,300.033
182277.000,316.147
207678.000,371.507
232548.000,378.486
264280.000,332.589
303504.000,318.698
351777.000,440.773
406965.000,614.577
465085.000,641.707
530069.000,845.933
605180.000,1014.948
690693.000,1000.788
774589.000,783.130
860953.000,866.791
950186.000,1059.994
1031678.000,1006.829
1121269.000,938.957
1205969.000,903.651
1281319.000,1119.249
1351633.000,1355.939
1426183.000,1353.471
1487755.000,829.040
1556452.000,543.161
1625569.000,490.182
1699355.000,654.539
1783862.000,877.592
1860287.000,951.945
1921917.000,1036.592
1997271.000,1225.972
2073209.000,1271.803
2143907.000,938.768
2216816.000,808.091
2297821.000,767.754
2382193.000,1040.748
2449889.000,1081.776
2525911.000,1155.342
2596027.000,1033.813
2661337.000,902.364
2737865.000,913.076
2807302.000,991.210
2875847.000,1078.190
2949665.000,1147.997
3003285.000,1203.020
3078510.000,1281.251
3158303.000,1294.762
3230028.000,1272.307
3297283.000,1240.031
3373950.000,1117.717
3438085.000,1053.961
3504021.000,996.797
3567112.000,888.119
3637238.000,1168.891
3711530.000,1193.859
3791675.000,818.192
3861343.000,865.091
3929329.000,1134.371
3990855.000,1100.229
