124.000,184.626
248.000,205.562
372.000,253.132
496.000,318.832
620.000,441.900
744.000,531.612
868.000,569.399
992.000,566.012
1116.000,539.503
1240.000,555.217
1364.000,609.708
1488.000,945.733
1612.000,1346.888
1736.000,1992.100
1860.000,2304.472
1984.000,2313.088
2108.000,2445.380
2232.000,2720.335
2356.000,3005.135
2480.000,3280.624
2604.000,3275.768
2728.000,3271.336
2852.000,3311.487
2976.000,3340.137
3100.000,3450.434
3224.000,3528.865
3348.000,3590.438
3472.000,3592.826
3596.000,3595.123
3720.000,3578.497
3844.000,3552.504
3968.000,3547.526
4092.000,3526.727
4216.000,3514.867
4340.000,3562.360
4464.000,3589.647
4588.000,3625.591
4712.000,3612.306
4836.000,3549.710
4960.000,3498.897
5084.000,3522.944
5208.000,3576.557
5332.000,3571.398
5456.000,3563.889
5580.000,3574.659
5704.000,3551.097
5828.000,3551.154
5952.000,3479.675
6076.000,3350.957
6200.000,3232.581
6324.000,3274.347
6448.000,3174.726
6572.000,3200.707
6696.000,3298.065
6820.000,3326.391
6944.000,3338.879
7068.000,3249.432
7192.000,3081.679
7316.000,3123.738
7440.000,3210.011
7564.000,3401.995
7688.000,3375.260
7812.000,3222.451
7936.000,2914.688
