142.387,184.626
354.185,205.562
680.850,253.132
1070.456,318.832
1469.902,441.900
2006.415,531.612
2648.221,569.399
3204.357,566.012
3776.803,539.503
4359.816,555.217
4890.584,609.708
5650.946,945.733
6566.618,1346.888
7687.605,1992.100
8926.365,2304.472
10148.589,2313.088
11499.216,2445.380
13109.374,2720.335
14802.865,3005.135
16330.642,3280.624
19819.697,3275.768
26811.004,3271.336
34488.607,3311.487
42916.165,3340.137
49285.127,3450.434
52424.522,3528.865
54534.484,3590.438
56073.617,3592.826
57298.809,3595.123
58738.736,3578.497
60280.890,3552.504
62517.109,3547.526
64242.916,3526.727
65762.110,3514.867
69708.499,3562.360
71191.598,3589.647
72667.421,3625.591
74670.215,3612.306
78382.974,3549.710
82222.741,3498.897
84400.192,3522.944
87375.004,3576.557
88946.646,3571.398
90504.895,3563.889
91886.192,3574.659
93459.781,3551.097
95664.590,3551.154
102414.117,3479.675
107219.025,3350.957
112845.964,3232.581
120378.789,3274.347
128515.817,3174.726
135883.400,3200.707
139179.610,3298.065
140726.973,3326.391
142082.442,3338.879
144202.682,3249.432
146848.605,3081.679
150652.797,3123.738
152476.834,3210.011
154192.054,3401.995
155593.150,3375.260
157760.844,3222.451
159025.731,2914.688
