6736.000,0.208
16203.000,0.263
29571.000,0.397
48311.000,0.479
67026.000,0.541
92964.000,0.517
125893.000,0.493
153647.000,0.514
182277.000,0.534
207678.000,0.526
232548.000,0.524
264280.000,0.551
303504.000,0.588
351777.000,0.613
406965.000,0.634
465085.000,0.652
530069.000,0.664
605180.000,0.673
690693.000,0.687
774589.000,0.704
860953.000,0.713
950186.000,0.715
1031678.000,0.715
1121269.000,0.723
1205969.000,0.730
1281319.000,0.728
1351633.000,0.722
1426183.000,0.718
1487755.000,0.721
1556452.000,0.729
1625569.000,0.737
1699355.000,0.743
1783862.000,0.748
1860287.000,0.753
1921917.000,0.757
1997271.000,0.753
2073209.000,0.752
2143907.000,0.749
2216816.000,0.751
2297821.000,0.753
2382193.000,0.755
2449889.000,0.753
2525911.000,0.752
2596027.000,0.752
2661337.000,0.754
2737865.000,0.755
2807302.000,0.759
2875847.000,0.764
2949665.000,0.766
3003285.000,0.765
3078510.000,0.761
3158303.000,0.759
3230028.000,0.761
3297283.000,0.763
3373950.000,0.762
3438085.000,0.761
3504021.000,0.762
3567112.000,0.764
3637238.000,0.766
3711530.000,0.769
3791675.000,0.771
3861343.000,0.771
3929329.000,0.770
3990855.000,0.767
